NOMBRE DEL INDICADOR,Banks,Valor Indicador
ACREEDORAS POR CONTRA,BP GENERAL RUMIÑAHUI,0.0
CUENTAS DE ORDEN ACREEDORAS,BP GENERAL RUMIÑAHUI,2745801.80882
FONDOS DISPONIBLES,BP INTERNACIONAL,753035.71989
OPERACIONES INTERBANCARIAS,BP INTERNACIONAL,0.0
INVERSIONES,BP INTERNACIONAL,664377.65183
CARTERA DE CRÉDITOS,BP INTERNACIONAL,4008518.6694
DEUDORES POR ACEPTACIONES,BP INTERNACIONAL,0.0
CUENTAS POR COBRAR,BP INTERNACIONAL,68666.64809
"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",BP INTERNACIONAL,10647.5381
PROPIEDADES Y EQUIPO,BP INTERNACIONAL,36032.01455
OTROS ACTIVOS,BP INTERNACIONAL,172996.26438
TOTAL ACTIVO,BP INTERNACIONAL,5714274.50624
GASTOS,BP INTERNACIONAL,340159.73767
OBLIGACIONES CON EL PÚBLICO,BP INTERNACIONAL,4711456.1119
OPERACIONES INTERBANCARIAS,BP INTERNACIONAL,0.0
OBLIGACIONES INMEDIATAS,BP INTERNACIONAL,15526.4418
ACEPTACIONES EN CIRCULACIÓN,BP INTERNACIONAL,0.0
CUENTAS POR PAGAR,BP INTERNACIONAL,192626.5672
OBLIGACIONES FINANCIERAS,BP INTERNACIONAL,212346.48791
VALORES EN CIRCULACIÓN,BP INTERNACIONAL,29670.0
OBLIGACIONES CONVERTIBLES EN ACCIONES Y APORTES PARA FUTURA CAPITALIZACIÓN,BP INTERNACIONAL,0.0
OTROS PASIVOS,BP INTERNACIONAL,172.73208
TOTAL PASIVOS,BP INTERNACIONAL,5161798.34089
CAPITAL SOCIAL,BP INTERNACIONAL,413420.069
PRIMA O DESCUENTO EN COLOCACIÓN DE ACCIONES Y CERTIFICADOS,BP INTERNACIONAL,0.0
RESERVAS,BP INTERNACIONAL,72148.68649
OTROS APORTES PATRIMONIALES,BP INTERNACIONAL,0.0
SUPERÁVIT POR VALUACIONES,BP INTERNACIONAL,18744.84535
RESULTADOS,BP INTERNACIONAL,509.01021
(DESVALORIZACIÓN DEL PATRIMONIO),BP INTERNACIONAL,0.0
TOTAL PATRIMONIO,BP INTERNACIONAL,504822.61105
INGRESOS,BP INTERNACIONAL,387813.29197
CUENTAS CONTINGENTES,BP INTERNACIONAL,1027543.37554
DEUDORAS,BP INTERNACIONAL,4542.79504
DEUDORAS POR CONTRA,BP INTERNACIONAL,0.0
ACREEDORAS POR CONTRA,BP INTERNACIONAL,0.0
ACREEDORAS,BP INTERNACIONAL,1023000.5805
CUENTAS DE ORDEN,BP INTERNACIONAL,24350397.31061
CUENTAS DE ORDEN DEUDORAS,BP INTERNACIONAL,7666783.11606
DEUDORAS POR CONTRA,BP INTERNACIONAL,0.0
ACREEDORAS POR CONTRA,BP INTERNACIONAL,0.0
CUENTAS DE ORDEN ACREEDORAS,BP INTERNACIONAL,16683614.19455
FONDOS DISPONIBLES,BP LOJA,210699.99377
OPERACIONES INTERBANCARIAS,BP LOJA,0.0
INVERSIONES,BP LOJA,121253.3859
CARTERA DE CRÉDITOS,BP LOJA,601311.97459
DEUDORES POR ACEPTACIONES,BP LOJA,0.0
CUENTAS POR COBRAR,BP LOJA,10432.12532
"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",BP LOJA,1168.82927
PROPIEDADES Y EQUIPO,BP LOJA,10570.68894
OTROS ACTIVOS,BP LOJA,27701.44373
TOTAL ACTIVO,BP LOJA,983138.44152
GASTOS,BP LOJA,71662.01434
OBLIGACIONES CON EL PÚBLICO,BP LOJA,798693.58928
OPERACIONES INTERBANCARIAS,BP LOJA,0.0
OBLIGACIONES INMEDIATAS,BP LOJA,1018.14929
ACEPTACIONES EN CIRCULACIÓN,BP LOJA,0.0
CUENTAS POR PAGAR,BP LOJA,21870.56258
OBLIGACIONES FINANCIERAS,BP LOJA,61519.96037
VALORES EN CIRCULACIÓN,BP LOJA,0.0
OBLIGACIONES CONVERTIBLES EN ACCIONES Y APORTES PARA FUTURA CAPITALIZACIÓN,BP LOJA,0.0
OTROS PASIVOS,BP LOJA,11231.47405
TOTAL PASIVOS,BP LOJA,894333.73557
CAPITAL SOCIAL,BP LOJA,61527.0
PRIMA O DESCUENTO EN COLOCACIÓN DE ACCIONES Y CERTIFICADOS,BP LOJA,0.0
RESERVAS,BP LOJA,12416.47799
OTROS APORTES PATRIMONIALES,BP LOJA,0.0
SUPERÁVIT POR VALUACIONES,BP LOJA,3318.90028
RESULTADOS,BP LOJA,1939.98703
(DESVALORIZACIÓN DEL PATRIMONIO),BP LOJA,0.0
TOTAL PATRIMONIO,BP LOJA,79202.3653
INGRESOS,BP LOJA,81264.35499
CUENTAS CONTINGENTES,BP LOJA,46945.36134
DEUDORAS,BP LOJA,0.0
DEUDORAS POR CONTRA,BP LOJA,0.0
ACREEDORAS POR CONTRA,BP LOJA,0.0
ACREEDORAS,BP LOJA,46945.36134
CUENTAS DE ORDEN,BP LOJA,1981747.1415
CUENTAS DE ORDEN DEUDORAS,BP LOJA,382867.75248
DEUDORAS POR CONTRA,BP LOJA,0.0
ACREEDORAS POR CONTRA,BP LOJA,0.0
CUENTAS DE ORDEN ACREEDORAS,BP LOJA,1598879.38902
FONDOS DISPONIBLES,BP MACHALA,207690.2017
OPERACIONES INTERBANCARIAS,BP MACHALA,0.0
INVERSIONES,BP MACHALA,151115.21935
CARTERA DE CRÉDITOS,BP MACHALA,757994.43051
DEUDORES POR ACEPTACIONES,BP MACHALA,0.0
CUENTAS POR COBRAR,BP MACHALA,18152.00957
"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",BP MACHALA,4209.62218
PROPIEDADES Y EQUIPO,BP MACHALA,16677.13395
OTROS ACTIVOS,BP MACHALA,36313.93876
TOTAL ACTIVO,BP MACHALA,1192152.55602
GASTOS,BP MACHALA,81369.64358
OBLIGACIONES CON EL PÚBLICO,BP MACHALA,979762.29352
OPERACIONES INTERBANCARIAS,BP MACHALA,0.0
OBLIGACIONES INMEDIATAS,BP MACHALA,1330.28846
ACEPTACIONES EN CIRCULACIÓN,BP MACHALA,0.0
CUENTAS POR PAGAR,BP MACHALA,24474.49194
OBLIGACIONES FINANCIERAS,BP MACHALA,72546.1477
VALORES EN CIRCULACIÓN,BP MACHALA,0.0
OBLIGACIONES CONVERTIBLES EN ACCIONES Y APORTES PARA FUTURA CAPITALIZACIÓN,BP MACHALA,22318.361
OTROS PASIVOS,BP MACHALA,1421.33874
TOTAL PASIVOS,BP MACHALA,1101852.92136
CAPITAL SOCIAL,BP MACHALA,71946.0
PRIMA O DESCUENTO EN COLOCACIÓN DE ACCIONES Y CERTIFICADOS,BP MACHALA,0.0
RESERVAS,BP MACHALA,6573.50976
OTROS APORTES PATRIMONIALES,BP MACHALA,0.0
SUPERÁVIT POR VALUACIONES,BP MACHALA,6902.12818
RESULTADOS,BP MACHALA,91.40114
(DESVALORIZACIÓN DEL PATRIMONIO),BP MACHALA,0.0
TOTAL PATRIMONIO,BP MACHALA,85513.03908
INGRESOS,BP MACHALA,86156.23916
CUENTAS CONTINGENTES,BP MACHALA,95365.79862
DEUDORAS,BP MACHALA,0.0
DEUDORAS POR CONTRA,BP MACHALA,0.0
ACREEDORAS POR CONTRA,BP MACHALA,0.0
ACREEDORAS,BP MACHALA,95365.79862
CUENTAS DE ORDEN,BP MACHALA,2637157.61126
CUENTAS DE ORDEN DEUDORAS,BP MACHALA,482467.20788
DEUDORAS POR CONTRA,BP MACHALA,0.0
ACREEDORAS POR CONTRA,BP MACHALA,0.0
CUENTAS DE ORDEN ACREEDORAS,BP MACHALA,2154690.40338
FONDOS DISPONIBLES,BP SOLIDARIO,71324.58392
OPERACIONES INTERBANCARIAS,BP SOLIDARIO,0.0
INVERSIONES,BP SOLIDARIO,86563.84922
CARTERA DE CRÉDITOS,BP SOLIDARIO,556461.59933
DEUDORES POR ACEPTACIONES,BP SOLIDARIO,0.0
CUENTAS POR COBRAR,BP SOLIDARIO,9310.66564
"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",BP SOLIDARIO,385.69014
PROPIEDADES Y EQUIPO,BP SOLIDARIO,14956.19116
OTROS ACTIVOS,BP SOLIDARIO,36989.18257
TOTAL ACTIVO,BP SOLIDARIO,775991.76198
GASTOS,BP SOLIDARIO,114087.78253
OBLIGACIONES CON EL PÚBLICO,BP SOLIDARIO,334578.19321
OPERACIONES INTERBANCARIAS,BP SOLIDARIO,0.0
OBLIGACIONES INMEDIATAS,BP SOLIDARIO,0.0
ACEPTACIONES EN CIRCULACIÓN,BP SOLIDARIO,0.0
CUENTAS POR PAGAR,BP SOLIDARIO,36042.88547
OBLIGACIONES FINANCIERAS,BP SOLIDARIO,243441.75001
VALORES EN CIRCULACIÓN,BP SOLIDARIO,12816.0
OBLIGACIONES CONVERTIBLES EN ACCIONES Y APORTES PARA FUTURA CAPITALIZACIÓN,BP SOLIDARIO,0.0
OTROS PASIVOS,BP SOLIDARIO,2448.76659
TOTAL PASIVOS,BP SOLIDARIO,629327.59528
CAPITAL SOCIAL,BP SOLIDARIO,111107.138
PRIMA O DESCUENTO EN COLOCACIÓN DE ACCIONES Y CERTIFICADOS,BP SOLIDARIO,0.0
RESERVAS,BP SOLIDARIO,24191.60137
OTROS APORTES PATRIMONIALES,BP SOLIDARIO,15.58852
SUPERÁVIT POR VALUACIONES,BP SOLIDARIO,7938.92154
RESULTADOS,BP SOLIDARIO,2578.09219
(DESVALORIZACIÓN DEL PATRIMONIO),BP SOLIDARIO,0.0
TOTAL PATRIMONIO,BP SOLIDARIO,145831.34162
INGRESOS,BP SOLIDARIO,114920.60761
CUENTAS CONTINGENTES,BP SOLIDARIO,315345.83896
DEUDORAS,BP SOLIDARIO,0.0
DEUDORAS POR CONTRA,BP SOLIDARIO,0.0
ACREEDORAS POR CONTRA,BP SOLIDARIO,0.0
ACREEDORAS,BP SOLIDARIO,315345.83896
CUENTAS DE ORDEN,BP SOLIDARIO,1814302.87883
CUENTAS DE ORDEN DEUDORAS,BP SOLIDARIO,143942.42529
DEUDORAS POR CONTRA,BP SOLIDARIO,0.0
ACREEDORAS POR CONTRA,BP SOLIDARIO,0.0
CUENTAS DE ORDEN ACREEDORAS,BP SOLIDARIO,1670360.45354
FONDOS DISPONIBLES,BANCOS PRIVADOS MEDIANOS,3013352.64425
OPERACIONES INTERBANCARIAS,BANCOS PRIVADOS MEDIANOS,0.0
INVERSIONES,BANCOS PRIVADOS MEDIANOS,3418322.39171
CARTERA DE CRÉDITOS,BANCOS PRIVADOS MEDIANOS,15158386.93389
DEUDORES POR ACEPTACIONES,BANCOS PRIVADOS MEDIANOS,25948.71291
CUENTAS POR COBRAR,BANCOS PRIVADOS MEDIANOS,375965.73297
"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",BANCOS PRIVADOS MEDIANOS,18840.0568
PROPIEDADES Y EQUIPO,BANCOS PRIVADOS MEDIANOS,211679.15275
OTROS ACTIVOS,BANCOS PRIVADOS MEDIANOS,1001267.84761
TOTAL ACTIVO,BANCOS PRIVADOS MEDIANOS,23223763.47289
GASTOS,BANCOS PRIVADOS MEDIANOS,1759751.16834
OBLIGACIONES CON EL PÚBLICO,BANCOS PRIVADOS MEDIANOS,17550125.97136
OPERACIONES INTERBANCARIAS,BANCOS PRIVADOS MEDIANOS,0.0
OBLIGACIONES INMEDIATAS,BANCOS PRIVADOS MEDIANOS,54784.12014
ACEPTACIONES EN CIRCULACIÓN,BANCOS PRIVADOS MEDIANOS,25948.71291
CUENTAS POR PAGAR,BANCOS PRIVADOS MEDIANOS,1236024.66195
OBLIGACIONES FINANCIERAS,BANCOS PRIVADOS MEDIANOS,1412267.28352
VALORES EN CIRCULACIÓN,BANCOS PRIVADOS MEDIANOS,95822.0
OBLIGACIONES CONVERTIBLES EN ACCIONES Y APORTES PARA FUTURA CAPITALIZACIÓN,BANCOS PRIVADOS MEDIANOS,107594.65038
OTROS PASIVOS,BANCOS PRIVADOS MEDIANOS,169264.33725
TOTAL PASIVOS,BANCOS PRIVADOS MEDIANOS,20651831.73751
CAPITAL SOCIAL,BANCOS PRIVADOS MEDIANOS,1880471.717
PRIMA O DESCUENTO EN COLOCACIÓN DE ACCIONES Y CERTIFICADOS,BANCOS PRIVADOS MEDIANOS,0.0
RESERVAS,BANCOS PRIVADOS MEDIANOS,377708.02173
OTROS APORTES PATRIMONIALES,BANCOS PRIVADOS MEDIANOS,15.58852
SUPERÁVIT POR VALUACIONES,BANCOS PRIVADOS MEDIANOS,115258.23916
RESULTADOS,BANCOS PRIVADOS MEDIANOS,7426.40326
(DESVALORIZACIÓN DEL PATRIMONIO),BANCOS PRIVADOS MEDIANOS,0.0
TOTAL PATRIMONIO,BANCOS PRIVADOS MEDIANOS,2380879.96967
INGRESOS,BANCOS PRIVADOS MEDIANOS,1950802.93405
CUENTAS CONTINGENTES,BANCOS PRIVADOS MEDIANOS,7993974.52798
DEUDORAS,BANCOS PRIVADOS MEDIANOS,9837.41904
DEUDORAS POR CONTRA,BANCOS PRIVADOS MEDIANOS,0.0
ACREEDORAS POR CONTRA,BANCOS PRIVADOS MEDIANOS,0.0
ACREEDORAS,BANCOS PRIVADOS MEDIANOS,7984137.10894
CUENTAS DE ORDEN,BANCOS PRIVADOS MEDIANOS,61325285.46892
CUENTAS DE ORDEN DEUDORAS,BANCOS PRIVADOS MEDIANOS,11074469.89674
DEUDORAS POR CONTRA,BANCOS PRIVADOS MEDIANOS,0.0
ACREEDORAS POR CONTRA,BANCOS PRIVADOS MEDIANOS,0.0
CUENTAS DE ORDEN ACREEDORAS,BANCOS PRIVADOS MEDIANOS,50250815.57218
FONDOS DISPONIBLES,BP PROCREDIT,99858.32484
OPERACIONES INTERBANCARIAS,BP PROCREDIT,0.0
INVERSIONES,BP PROCREDIT,100299.61586
CARTERA DE CRÉDITOS,BP PROCREDIT,484682.96119
DEUDORES POR ACEPTACIONES,BP PROCREDIT,0.0
CUENTAS POR COBRAR,BP PROCREDIT,8009.93379
"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",BP PROCREDIT,4145.56582
PROPIEDADES Y EQUIPO,BP PROCREDIT,2775.87208
OTROS ACTIVOS,BP PROCREDIT,19713.24748
TOTAL ACTIVO,BP PROCREDIT,719485.52106
GASTOS,BP PROCREDIT,56882.1502
OBLIGACIONES CON EL PÚBLICO,BP PROCREDIT,589494.52437
OPERACIONES INTERBANCARIAS,BP PROCREDIT,0.0
OBLIGACIONES INMEDIATAS,BP PROCREDIT,44.62827
ACEPTACIONES EN CIRCULACIÓN,BP PROCREDIT,0.0
CUENTAS POR PAGAR,BP PROCREDIT,15450.0941
OBLIGACIONES FINANCIERAS,BP PROCREDIT,55335.33336
VALORES EN CIRCULACIÓN,BP PROCREDIT,0.0
OBLIGACIONES CONVERTIBLES EN ACCIONES Y APORTES PARA FUTURA CAPITALIZACIÓN,BP PROCREDIT,11764.93725
OTROS PASIVOS,BP PROCREDIT,206.84941
TOTAL PASIVOS,BP PROCREDIT,672296.36676
CAPITAL SOCIAL,BP PROCREDIT,52979.0
PRIMA O DESCUENTO EN COLOCACIÓN DE ACCIONES Y CERTIFICADOS,BP PROCREDIT,0.0
RESERVAS,BP PROCREDIT,1605.20655
OTROS APORTES PATRIMONIALES,BP PROCREDIT,0.0
SUPERÁVIT POR VALUACIONES,BP PROCREDIT,0.0
RESULTADOS,BP PROCREDIT,0.0
(DESVALORIZACIÓN DEL PATRIMONIO),BP PROCREDIT,0.0
TOTAL PATRIMONIO,BP PROCREDIT,54584.20655
INGRESOS,BP PROCREDIT,49487.09795
CUENTAS CONTINGENTES,BP PROCREDIT,6209.0855
DEUDORAS,BP PROCREDIT,0.0
DEUDORAS POR CONTRA,BP PROCREDIT,0.0
ACREEDORAS POR CONTRA,BP PROCREDIT,0.0
ACREEDORAS,BP PROCREDIT,6209.0855
CUENTAS DE ORDEN,BP PROCREDIT,2409739.28604
CUENTAS DE ORDEN DEUDORAS,BP PROCREDIT,81584.52056
DEUDORAS POR CONTRA,BP PROCREDIT,0.0
ACREEDORAS POR CONTRA,BP PROCREDIT,0.0
CUENTAS DE ORDEN ACREEDORAS,BP PROCREDIT,2328154.76548
FONDOS DISPONIBLES,BP AMAZONAS,57650.79378
OPERACIONES INTERBANCARIAS,BP AMAZONAS,0.0
INVERSIONES,BP AMAZONAS,87459.77401
CARTERA DE CRÉDITOS,BP AMAZONAS,224307.04053
DEUDORES POR ACEPTACIONES,BP AMAZONAS,0.0
CUENTAS POR COBRAR,BP AMAZONAS,11484.26076
"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",BP AMAZONAS,965.11837
PROPIEDADES Y EQUIPO,BP AMAZONAS,9384.16898
OTROS ACTIVOS,BP AMAZONAS,31618.04356
TOTAL ACTIVO,BP AMAZONAS,422869.19999
GASTOS,BP AMAZONAS,33199.66081
OBLIGACIONES CON EL PÚBLICO,BP AMAZONAS,355283.34131
OPERACIONES INTERBANCARIAS,BP AMAZONAS,0.0
OBLIGACIONES INMEDIATAS,BP AMAZONAS,2471.29392
ACEPTACIONES EN CIRCULACIÓN,BP AMAZONAS,0.0
CUENTAS POR PAGAR,BP AMAZONAS,11349.17863
OBLIGACIONES FINANCIERAS,BP AMAZONAS,5585.18747
VALORES EN CIRCULACIÓN,BP AMAZONAS,0.0
OBLIGACIONES CONVERTIBLES EN ACCIONES Y APORTES PARA FUTURA CAPITALIZACIÓN,BP AMAZONAS,5999.522
OTROS PASIVOS,BP AMAZONAS,1957.38666
TOTAL PASIVOS,BP AMAZONAS,382645.90999
CAPITAL SOCIAL,BP AMAZONAS,35465.01
PRIMA O DESCUENTO EN COLOCACIÓN DE ACCIONES Y CERTIFICADOS,BP AMAZONAS,0.0
RESERVAS,BP AMAZONAS,1631.86861
OTROS APORTES PATRIMONIALES,BP AMAZONAS,0.0
SUPERÁVIT POR VALUACIONES,BP AMAZONAS,3052.93876
RESULTADOS,BP AMAZONAS,0.0
(DESVALORIZACIÓN DEL PATRIMONIO),BP AMAZONAS,0.0
TOTAL PATRIMONIO,BP AMAZONAS,40149.81737
INGRESOS,BP AMAZONAS,33273.13344
CUENTAS CONTINGENTES,BP AMAZONAS,19033.18987
DEUDORAS,BP AMAZONAS,0.0
DEUDORAS POR CONTRA,BP AMAZONAS,0.0
ACREEDORAS POR CONTRA,BP AMAZONAS,0.0
ACREEDORAS,BP AMAZONAS,19033.18987
CUENTAS DE ORDEN,BP AMAZONAS,1053588.71006
CUENTAS DE ORDEN DEUDORAS,BP AMAZONAS,96887.19502
DEUDORAS POR CONTRA,BP AMAZONAS,0.0
ACREEDORAS POR CONTRA,BP AMAZONAS,0.0
CUENTAS DE ORDEN ACREEDORAS,BP AMAZONAS,956701.51504
FONDOS DISPONIBLES,BP BANCO COMERCIAL DE MANABI,14099.2313
OPERACIONES INTERBANCARIAS,BP BANCO COMERCIAL DE MANABI,0.0
INVERSIONES,BP BANCO COMERCIAL DE MANABI,33906.12243
CARTERA DE CRÉDITOS,BP BANCO COMERCIAL DE MANABI,61782.2879
DEUDORES POR ACEPTACIONES,BP BANCO COMERCIAL DE MANABI,0.0
CUENTAS POR COBRAR,BP BANCO COMERCIAL DE MANABI,9289.24712
"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",BP BANCO COMERCIAL DE MANABI,396.19738
PROPIEDADES Y EQUIPO,BP BANCO COMERCIAL DE MANABI,3921.5559
OTROS ACTIVOS,BP BANCO COMERCIAL DE MANABI,6215.43675
TOTAL ACTIVO,BP BANCO COMERCIAL DE MANABI,129610.07878
GASTOS,BP BANCO COMERCIAL DE MANABI,8800.61622
OBLIGACIONES CON EL PÚBLICO,BP BANCO COMERCIAL DE MANABI,109251.06817
OPERACIONES INTERBANCARIAS,BP BANCO COMERCIAL DE MANABI,0.0
OBLIGACIONES INMEDIATAS,BP BANCO COMERCIAL DE MANABI,2.373
ACEPTACIONES EN CIRCULACIÓN,BP BANCO COMERCIAL DE MANABI,0.0
CUENTAS POR PAGAR,BP BANCO COMERCIAL DE MANABI,1854.82241
OBLIGACIONES FINANCIERAS,BP BANCO COMERCIAL DE MANABI,0.0
VALORES EN CIRCULACIÓN,BP BANCO COMERCIAL DE MANABI,0.0
OBLIGACIONES CONVERTIBLES EN ACCIONES Y APORTES PARA FUTURA CAPITALIZACIÓN,BP BANCO COMERCIAL DE MANABI,0.0
OTROS PASIVOS,BP BANCO COMERCIAL DE MANABI,259.23426
TOTAL PASIVOS,BP BANCO COMERCIAL DE MANABI,111367.49784
CAPITAL SOCIAL,BP BANCO COMERCIAL DE MANABI,15763.1
PRIMA O DESCUENTO EN COLOCACIÓN DE ACCIONES Y CERTIFICADOS,BP BANCO COMERCIAL DE MANABI,0.0
RESERVAS,BP BANCO COMERCIAL DE MANABI,1290.72577
OTROS APORTES PATRIMONIALES,BP BANCO COMERCIAL DE MANABI,0.0
SUPERÁVIT POR VALUACIONES,BP BANCO COMERCIAL DE MANABI,1162.97502
RESULTADOS,BP BANCO COMERCIAL DE MANABI,13.30036
(DESVALORIZACIÓN DEL PATRIMONIO),BP BANCO COMERCIAL DE MANABI,0.0
TOTAL PATRIMONIO,BP BANCO COMERCIAL DE MANABI,18230.10115
INGRESOS,BP BANCO COMERCIAL DE MANABI,8813.09601
CUENTAS CONTINGENTES,BP BANCO COMERCIAL DE MANABI,4756.58115
DEUDORAS,BP BANCO COMERCIAL DE MANABI,0.0
DEUDORAS POR CONTRA,BP BANCO COMERCIAL DE MANABI,0.0
ACREEDORAS POR CONTRA,BP BANCO COMERCIAL DE MANABI,0.0
ACREEDORAS,BP BANCO COMERCIAL DE MANABI,4756.58115
CUENTAS DE ORDEN,BP BANCO COMERCIAL DE MANABI,251469.60916
CUENTAS DE ORDEN DEUDORAS,BP BANCO COMERCIAL DE MANABI,35086.33124
DEUDORAS POR CONTRA,BP BANCO COMERCIAL DE MANABI,0.0
ACREEDORAS POR CONTRA,BP BANCO COMERCIAL DE MANABI,0.0
CUENTAS DE ORDEN ACREEDORAS,BP BANCO COMERCIAL DE MANABI,216383.27792
FONDOS DISPONIBLES,BP LITORAL,3098.79923
OPERACIONES INTERBANCARIAS,BP LITORAL,0.0
INVERSIONES,BP LITORAL,5115.04258
CARTERA DE CRÉDITOS,BP LITORAL,30065.75557
DEUDORES POR ACEPTACIONES,BP LITORAL,0.0
CUENTAS POR COBRAR,BP LITORAL,296.81527
"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",BP LITORAL,73.14076
PROPIEDADES Y EQUIPO,BP LITORAL,395.11966
OTROS ACTIVOS,BP LITORAL,2727.53202
TOTAL ACTIVO,BP LITORAL,41772.20509
GASTOS,BP LITORAL,3765.58175
OBLIGACIONES CON EL PÚBLICO,BP LITORAL,27369.22387
OPERACIONES INTERBANCARIAS,BP LITORAL,0.0
OBLIGACIONES INMEDIATAS,BP LITORAL,26.44502
ACEPTACIONES EN CIRCULACIÓN,BP LITORAL,0.0
CUENTAS POR PAGAR,BP LITORAL,1370.01099
OBLIGACIONES FINANCIERAS,BP LITORAL,999.90389
VALORES EN CIRCULACIÓN,BP LITORAL,0.0
OBLIGACIONES CONVERTIBLES EN ACCIONES Y APORTES PARA FUTURA CAPITALIZACIÓN,BP LITORAL,0.001
OTROS PASIVOS,BP LITORAL,175.14955
TOTAL PASIVOS,BP LITORAL,29940.73432
CAPITAL SOCIAL,BP LITORAL,11210.657
PRIMA O DESCUENTO EN COLOCACIÓN DE ACCIONES Y CERTIFICADOS,BP LITORAL,0.0
RESERVAS,BP LITORAL,444.27202
OTROS APORTES PATRIMONIALES,BP LITORAL,0.0
SUPERÁVIT POR VALUACIONES,BP LITORAL,176.63638
RESULTADOS,BP LITORAL,-235.96543
(DESVALORIZACIÓN DEL PATRIMONIO),BP LITORAL,0.0
TOTAL PATRIMONIO,BP LITORAL,11595.59997
INGRESOS,BP LITORAL,4001.45255
CUENTAS CONTINGENTES,BP LITORAL,0.0
DEUDORAS,BP LITORAL,0.0
DEUDORAS POR CONTRA,BP LITORAL,0.0
ACREEDORAS POR CONTRA,BP LITORAL,0.0
ACREEDORAS,BP LITORAL,0.0
CUENTAS DE ORDEN,BP LITORAL,119028.87341
CUENTAS DE ORDEN DEUDORAS,BP LITORAL,11116.53681
DEUDORAS POR CONTRA,BP LITORAL,0.0
ACREEDORAS POR CONTRA,BP LITORAL,0.0
CUENTAS DE ORDEN ACREEDORAS,BP LITORAL,107912.3366
FONDOS DISPONIBLES,BP COOPNACIONAL,52603.33586
OPERACIONES INTERBANCARIAS,BP COOPNACIONAL,0.0
INVERSIONES,BP COOPNACIONAL,132958.89712
CARTERA DE CRÉDITOS,BP COOPNACIONAL,35835.81141
DEUDORES POR ACEPTACIONES,BP COOPNACIONAL,0.0
CUENTAS POR COBRAR,BP COOPNACIONAL,1087.75443
"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",BP COOPNACIONAL,124.01966
PROPIEDADES Y EQUIPO,BP COOPNACIONAL,1675.24117
OTROS ACTIVOS,BP COOPNACIONAL,4456.4359
TOTAL ACTIVO,BP COOPNACIONAL,228741.49555
GASTOS,BP COOPNACIONAL,9492.08701
OBLIGACIONES CON EL PÚBLICO,BP COOPNACIONAL,188937.0815
OPERACIONES INTERBANCARIAS,BP COOPNACIONAL,0.0
OBLIGACIONES INMEDIATAS,BP COOPNACIONAL,545.22989
ACEPTACIONES EN CIRCULACIÓN,BP COOPNACIONAL,0.0
CUENTAS POR PAGAR,BP COOPNACIONAL,4179.12421
OBLIGACIONES FINANCIERAS,BP COOPNACIONAL,0.0
VALORES EN CIRCULACIÓN,BP COOPNACIONAL,0.0
OBLIGACIONES CONVERTIBLES EN ACCIONES Y APORTES PARA FUTURA CAPITALIZACIÓN,BP COOPNACIONAL,0.0
OTROS PASIVOS,BP COOPNACIONAL,47.764
TOTAL PASIVOS,BP COOPNACIONAL,193709.1996
CAPITAL SOCIAL,BP COOPNACIONAL,24866.788
PRIMA O DESCUENTO EN COLOCACIÓN DE ACCIONES Y CERTIFICADOS,BP COOPNACIONAL,0.0
RESERVAS,BP COOPNACIONAL,7933.02877
OTROS APORTES PATRIMONIALES,BP COOPNACIONAL,3.16971
SUPERÁVIT POR VALUACIONES,BP COOPNACIONAL,1424.67379
RESULTADOS,BP COOPNACIONAL,0.0
(DESVALORIZACIÓN DEL PATRIMONIO),BP COOPNACIONAL,0.0
TOTAL PATRIMONIO,BP COOPNACIONAL,34227.66027
INGRESOS,BP COOPNACIONAL,10296.72269
CUENTAS CONTINGENTES,BP COOPNACIONAL,0.0
DEUDORAS,BP COOPNACIONAL,0.0
DEUDORAS POR CONTRA,BP COOPNACIONAL,0.0
ACREEDORAS POR CONTRA,BP COOPNACIONAL,0.0
ACREEDORAS,BP COOPNACIONAL,0.0
